PMID,Abstract,pubdate,authors,sorttitle,pages,lang,nlmuniqueid,fulljournalname,elocationid,doctype,publisherlocation,publishername,srcdate,sortpubdate,sortfirstauthor,ReviewerA,ReviewerB
27340128,"The metabolic benefits induced by gastric bypass, currently the most effective treatment for morbid obesity, are associated with bile acid (BA) delivery to the distal intestine. However, mechanistic insights into BA signaling in the mediation of metabolic benefits remain an area of study. The bile diversion () mouse model, in which the gallbladder is anastomosed to the distal jejunum, was used to test the specific role of BA in the regulation of glucose and lipid homeostasis. Metabolic phenotype, including body weight and composition, glucose tolerance, energy expenditure, thermogenesis genes, total BA and BA composition in the circulation and portal vein, and gut microbiota were examined. BD improves the metabolic phenotype, which is in accord with increased circulating primary BAs and regulation of enterohormones. BD-induced hypertrophy of the proximal intestine in the absence of BA was reversed by BA oral gavage, but without influencing BD metabolic benefits. BD-enhanced energy expenditure was associated with elevated TGR5, D2, and thermogenic genes, including UCP1, PRDM16, PGC-1α, PGC-1β, and PDGFRα in epididymal white adipose tissue (WAT) and inguinal WAT, but not in brown adipose tissue. BD resulted in an altered gut microbiota profile (i.e., Firmicutes bacteria were decreased, Bacteroidetes were increased, and Akkermansia was positively correlated with higher levels of circulating primary BAs). Our study demonstrates that enhancement of BA signaling regulates glucose and lipid homeostasis, promotes thermogenesis, and modulates the gut microbiota, which collectively resulted in an improved metabolic phenotype.Copyright © 2016 the American Physiological Society.",2016 Aug 1,"Pierre JF, Martinez KB, Ye H, Nadimpalli A, Morton TC, Yang J, Wang Q, Patno N, Chang EB, Yin DP",activation of bile acid signaling improves metabolic phenotypes in high fat diet induced obese mice,G286-304,eng,100901227,American journal of physiology. Gastrointestinal and liver physiology,doi: 10.1152/ajpgi.00202.2016,citation,NA,NA,NA,2016/08/01 00:00,Pierre JF,11,1
25974294,"Circadian rhythm involves diurnal oscillations in biological processes. In this issue of Cell Host & Microbe, Leone et al. (2015) show that the gut microbiota influences the circadian clock and undergoes circadian oscillations. Microbiota-produced metabolites change with host diet and may affect circadian rhythm, highlighting functional links between diet and physiology.Copyright © 2015 Elsevier Inc. All rights reserved.",2015 May 13,"Marcinkevicius EV, Shirasu-Hiza MM",message in a biota gut microbes signal to the circadian clock,541-3,eng,101302316,Cell host &amp; microbe,doi: 10.1016/j.chom.2015.04.013,citation,NA,NA,NA,2015/05/13 00:00,Marcinkevicius EV,11,5
27252163,"Obesity and insulin resistance are the major predisposing factors to comorbidities, such as Type 2 diabetes, nonalcoholic fatty liver disease, cardiovascular and neurodegenerative diseases, and several types of cancer. The prevalence of obesity is still increasing worldwide and now affects a large number of individuals. Here, we review the role of the gut microbiota in the pathophysiology of insulin resistance/obesity. The human intestine is colonized by ∼100 trillion bacteria, which constitute the gut microbiota. Studies have shown that lean and overweight rodents and humans may present differences in the composition of their intestinal flora. Over the past 10 years, data from different sources have established a causal link between the intestinal microbiota and obesity/insulin resistance. It is important to emphasize that diet-induced obesity promotes insulin resistance by mechanisms independent and dependent on gut microbiota. In this review, we present several mechanisms that contribute to explaining the link between intestinal flora and insulin resistance/obesity. The LPS from intestinal flora bacteria can induce a chronic subclinical inflammatory process and obesity, leading to insulin resistance through activation of TLR4. The reduction in circulating SCFA may also have an essential role in the installation of reduced insulin sensitivity and obesity. Other mechanisms include effects of bile acids, branched-chain amino acids (BCAA), and some other lesser-known factors. In the near future, this area should open new therapeutic avenues for obesity/insulin resistance and its comorbidities.©2016 Int. Union Physiol. Sci./Am. Physiol. Soc.",2016 Jul,"Saad MJ, Santos A, Prada PO",linking gut microbiota and inflammation to obesity and insulin resistance,283-93,eng,101208185,"Physiology (Bethesda, Md.)",doi: 10.1152/physiol.00041.2015,citation,NA,NA,NA,2016/07/01 00:00,Saad MJ,11,9
20806900,"A major source of intestinal metabolites results from both host and microbial processing of dietary nutrients. (1)H NMR-based metabolic profiling of mouse feces was carried out over time in different microbiome mouse models, including conventional (n = 9), conventionalized (n = 10), and ""humanized"" gnotobiotic mice inoculated with a model of human baby microbiota (HBM, n = 17). HBM mice were supplemented with Lactobacillus paracasei with (n = 10) and without (n = 7) prebiotics. Animals not supplemented with prebiotics received a diet enriched in glucose and lactose as placebo. In conventionalized animals, microbial populations and activities converged in term of multivariate mapping toward conventional mice. Both groups decreased bacterial processing of dietary proteins when switching to a diet enriched in glucose and lactose, as described with low levels of 5-aminovalerate, acetate, and propionate and high levels of lysine and arginine. The HBM model differs from conventional and conventionalized microbiota in terms of type, proportion, and metabolic activity of gut bacteria (lower short chain fatty acids (SCFAs), lactate, 5-aminovalerate, and oligosaccharides, higher bile acids and choline). The probiotics supplementation of HBM mice was associated with a specific amino acid pattern that can be linked to L. paracasei proteolytic activities. The combination of L. paracasei with the galactosyl-oligosaccharide prebiotics was related to the enhanced growth of bifidobacteria and lactobacilli, and a specific metabolism of carbohydrates, proteins, and SCFAs. The present study describes how the assessment of metabolic changes in feces may provide information for studying nutrient-microbiota relationships in different microbiome mouse models.",2010 Oct 1,"Martin FP, Sprenger N, Montoliu I, Rezzi S, Kochhar S, Nicholson JK",dietary modulation of gut functional ecology studied by fecal metabonomics,5284-95,eng,101128775,Journal of proteome research,doi: 10.1021/pr100554m,citation,NA,NA,NA,2010/10/01 00:00,Martin FP,11,7
27343061,"The gut microbiota has been shown to be closely associated with human health and disease. While next-generation sequencing can be readily used to profile the microbiota taxonomy and metabolic potential, metaproteomics is better suited for deciphering microbial biological activities. However, the application of gut metaproteomics has largely been limited due to the low efficiency of protein identification. Thus, a high-performance and easy-to-implement gut metaproteomic approach is required.In this study, we developed a high-performance and universal workflow for gut metaproteome identification and quantification (named MetaPro-IQ) by using the close-to-complete human or mouse gut microbial gene catalog as database and an iterative database search strategy. An average of 38 and 33 % of the acquired tandem mass spectrometry (MS) spectra was confidently identified for the studied mouse stool and human mucosal-luminal interface samples, respectively. In total, we accurately quantified 30,749 protein groups for the mouse metaproteome and 19,011 protein groups for the human metaproteome. Moreover, the MetaPro-IQ approach enabled comparable identifications with the matched metagenome database search strategy that is widely used but needs prior metagenomic sequencing. The response of gut microbiota to high-fat diet in mice was then assessed, which showed distinct metaproteome patterns for high-fat-fed mice and identified 849 proteins as significant responders to high-fat feeding in comparison to low-fat feeding.We present MetaPro-IQ, a metaproteomic approach for highly efficient intestinal microbial protein identification and quantification, which functions as a universal workflow for metaproteomic studies, and will thus facilitate the application of metaproteomics for better understanding the functions of gut microbiota in health and disease.",2016 Jun 24,"Zhang X, Ning Z, Mayne J, Moore JI, Li J, Butcher J, Deeke SA, Chen R, Chiang CK, Wen M, Mack D, Stintzi A, Figeys D",metapro iq a universal metaproteomic approach to studying human and mouse gut microbiota,31,eng,101615147,Microbiome,doi: 10.1186/s40168-016-0176-z,citation,NA,NA,NA,2016/06/24 00:00,Zhang X,11,12
22722865,"The composite human microbiome of Western populations has probably changed over the past century, brought on by new environmental triggers that often have a negative impact on human health. Here we show that consumption of a diet high in saturated (milk-derived) fat, but not polyunsaturated (safflower oil) fat, changes the conditions for microbial assemblage and promotes the expansion of a low-abundance, sulphite-reducing pathobiont, Bilophila wadsworthia. This was associated with a pro-inflammatory T helper type 1 (T(H)1) immune response and increased incidence of colitis in genetically susceptible Il10(−/−), but not wild-type mice. These effects are mediated by milk-derived-fat-promoted taurine conjugation of hepatic bile acids, which increases the availability of organic sulphur used by sulphite-reducing microorganisms like B. wadsworthia. When mice were fed a low-fat diet supplemented with taurocholic acid, but not with glycocholic acid, for example, a bloom of B. wadsworthia and development of colitis were observed in Il10(−/−) mice. Together these data show that dietary fats, by promoting changes in host bile acid composition, can markedly alter conditions for gut microbial assemblage, resulting in dysbiosis that can perturb immune homeostasis. The data provide a plausible mechanistic basis by which Western-type diets high in certain saturated fats might increase the prevalence of complex immune-mediated diseases like inflammatory bowel disease in genetically susceptible hosts.",2012 Jul 5,"Devkota S, Wang Y, Musch MW, Leone V, Fehlner-Peach H, Nadimpalli A, Antonopoulos DA, Jabri B, Chang EB",dietary fat induced taurocholic acid promotes pathobiont expansion and colitis in il10 mice,104-8,eng,0410462,Nature,doi: 10.1038/nature11225,citation,NA,NA,NA,2012/07/05 00:00,Devkota S,11,8
26284788,"Obesity is a risk factor for colorectal cancer (CRC), and alterations in the colonic microbiome and metabolome may be mechanistically involved in this relationship. The relative contribution of diet and obesity per se are unclear. We compared the effect of diet- and genetically-induced obesity on the intestinal microbiome and metabolome in a mouse model of CRC. Apc1638N mice were made obese by either high fat (HF) feeding or the presence of the Leprdb/db (DbDb) mutation. Intestinal tumors were quantified and stool microbiome and metabolome were profiled. Genetic obesity, and to a lesser extent HF feeding, promoted intestinal tumorigenesis. Each induced distinct microbial patterns: taxa enriched in HF were mostly Firmicutes (6 of 8) while those enriched in DbDb were split between Firmicutes (7 of 12) and Proteobacteria (5 of 12). Parabecteroides distasonis was lower in tumor-bearing mice and its abundance was inversely associated with colonic Il1b production (p<0.05). HF and genetic obesity altered the abundance of 49 and 40 fecal metabolites respectively, with 5 in common. Of these 5, adenosine was also lower in obese and in tumor-bearing mice (p<0.05) and its concentration was inversely associated with colonic Il1b and Tnf production (p<0.05). HF and genetic obesity differentially alter the intestinal microbiome and metabolome. A depletion of adenosine and P.distasonis in tumor-bearing mice could play a mechanistic role in tumor formation. Adenosine and P. distasonis have previously been shown to be anti-inflammatory in the colon and we postulate their reduction could promote tumorigenesis by de-repressing inflammation.",2015,"Pfalzer AC, Nesbeth PD, Parnell LD, Iyer LK, Liu Z, Kane AV, Chen CY, Tai AK, Bowman TA, Obin MS, Mason JB, Greenberg AS, Choi SW, Selhub J, Paul L, Crott JW",diet and genetically induced obesity differentially affect the fecal microbiome and metabolome in apc1638n mice,e0135758,eng,101285081,PloS one,doi: 10.1371/journal.pone.0135758,citation,NA,NA,NA,2015/08/18 00:00,Pfalzer AC,11,4
27743904,"Emerging evidence suggests that Helicobacter pylori infection is associated with insulin resistance (IR) yet the underlying mechanisms are still obscure. The vital role of gut microbiota in triggering IR has been increasingly reported, however, no study has explored the correlation of gut microbiota and H. pylori-associated IR. Using H. pylori-infected mice model fed different diet structures, we demonstrated that H. pylori infection significantly aggravated high-fat diet (HFD)-induced metabolic disorders at the early stage, the extent of which was close to the effect of long-term HFD. Interestingly, we observed dynamic alterations in gut microbiota that were consistent with the changes in the metabolic phenotype induced by H. pylori and HFD. There may be an interaction among H. pylori, diet and gut microbiota, which dysregulates the host metabolic homeostasis, and treatment of H. pylori may be beneficial to the patients with impaired glucose tolerance in addition to diet control.Copyright © 2016. Published by Elsevier B.V.",2016 Oct,"He C, Yang Z, Cheng D, Xie C, Zhu Y, Ge Z, Luo Z, Lu N",helicobacter pylori infection aggravates diet induced insulin resistance in association with gut microbiota of mice,247-254,eng,101647039,EBioMedicine,doi: 10.1016/j.ebiom.2016.09.010,citation,NA,NA,NA,2016/10/01 00:00,He C,11,10
28285599,"There is strong evidence indicating that gut microbiota have the potential to modify, or be modified by the drugs and nutritional interventions that we rely upon. This study aims to characterize the compositional and functional effects of several nutritional, neutraceutical, and pharmaceutical cardiovascular disease interventions on the gut microbiome, through metagenomic and metabolomic approaches. Apolipoprotein-E-deficient mice were fed for 24 weeks either high-fat/cholesterol diet alone (control, HFC) or high-fat/cholesterol in conjunction with one of three dietary interventions, as follows: plant sterol ester (PSE), oat β-glucan (OBG) and bile salt hydrolase-active Lactobacillus reuteri APC 2587 (BSH), or the drug atorvastatin (STAT). The gut microbiome composition was then investigated, in addition to the host fecal and serum metabolome.We observed major shifts in the composition of the gut microbiome of PSE mice, while OBG and BSH mice displayed more modest fluctuations, and STAT showed relatively few alterations. Interestingly, these compositional effects imparted by PSE were coupled with an increase in acetate and reduction in isovalerate (p < 0.05), while OBG promoted n-butyrate synthesis (p < 0.01). In addition, PSE significantly dampened the microbial production of the proatherogenic precursor compound, trimethylamine (p < 0.05), attenuated cholesterol accumulation, and nearly abolished atherogenesis in the model (p < 0.05). However, PSE supplementation produced the heaviest mice with the greatest degree of adiposity (p < 0.05). Finally, PSE, OBG, and STAT all appeared to have considerable impact on the host serum metabolome, including alterations in several acylcarnitines previously associated with a state of metabolic dysfunction (p < 0.05).We observed functional alterations in microbial and host-derived metabolites, which may have important implications for systemic metabolic health, suggesting that cardiovascular disease interventions may have a significant impact on the microbiome composition and functionality. This study indicates that the gut microbiome-modifying effects of novel therapeutics should be considered, in addition to the direct host effects.",2017 Mar 13,"Ryan PM, London LE, Bjorndahl TC, Mandal R, Murphy K, Fitzgerald GF, Shanahan F, Ross RP, Wishart DS, Caplice NM, Stanton C",microbiome and metabolome modifying effects of several cardiovascular disease interventions in apo e sup sup mice,30,eng,101615147,Microbiome,doi: 10.1186/s40168-017-0246-x,citation,NA,NA,NA,2017/03/13 00:00,Ryan PM,11,3
27884149,"Inflammatory bowel diseases (IBD) are related to a dysfunction of the mucosal immune system and they result from complex interactions between genetics and environmental factors, including lifestyle, diet, and the gut microbiome. Therefore, the effect of Sasa quelpaertensis leaf extract (SQE) on gut microbiota in a dextran sulfate sodium (DSS)-induced colitis mouse model was investigated with pyrosequencing of fecal samples.Three groups of animals were examined: i) a control group, ii) a group that was received 2.5% DSS in their drinking water for 7 days, followed by 7 days of untreated water, and then another 7 days of 2.5% DSS in their drinking water, and iii) a group that was presupplemented with SQE (300 mg/kg body weight) by gavage for two weeks prior to the same DSS treatment schedule described in ii.SQE supplementation alleviated disease activity scores and shortened colon length compared to the other two groups. In the DSS group, the proportion of Bacteroidetes increased, whereas that the proportion of Firmicutes was decreased compared to the control group. SQE supplementation recovered the proportions of Firmicutes and Bacteroidetes back to control levels. Moreover, the diversity of microbiota in the SQE supplementation group higher than that of the DSS group.SQE was found to protect mice from microbial dysbiosis associated with colitis by modulating the microbial composition and diversity of the microbiota present. These results provide valuable insight into microbiota-food component interactions in IBD.",2016 Nov 25,"Yeom Y, Kim BS, Kim SJ, Kim Y",sasa quelpaertensis leaf extract regulates microbial dysbiosis by modulating the composition and diversity of the microbiota in dextran sulfate sodium induced colitis mice,481,eng,101088661,BMC complementary and alternative medicine,NA,citation,NA,NA,NA,2016/11/25 00:00,Yeom Y,11,2
24062455,"We investigate how host mucus glycan composition interacts with dietary carbohydrate content to influence the composition and expressed functions of a human gut community. The humanized gnotobiotic mice mimic humans with a nonsecretor phenotype due to knockout of their α1-2 fucosyltransferase (Fut2) gene. The fecal microbiota of Fut2(-) mice that lack fucosylated host glycans show decreased alpha diversity relative to Fut2(+) mice and exhibit significant differences in community composition. A glucose-rich plant polysaccharide-deficient (PD) diet exerted a strong effect on the microbiota membership but eliminated the effect of Fut2 genotype. Additionally fecal metabolites predicted host genotype in mice on a polysaccharide-rich standard diet but not on a PD diet. A more detailed mechanistic analysis of these interactions involved colonization of gnotobiotic Fut2(+) and Fut2(-) mice with Bacteroides thetaiotaomicron, a prominent member of the human gut microbiota known to adaptively forage host mucosal glycans when dietary polysaccharides are absent. Within Fut2(-) mice, the B. thetaiotaomicron fucose catabolic pathway was markedly down-regulated, whereas BT4241-4247, an operon responsive to terminal β-galactose, the precursor that accumulates in the Fut2(-) mice, was significantly up-regulated. These changes in B. thetaiotaomicron gene expression were only evident in mice fed a PD diet, wherein B. thetaiotaomicron relies on host mucus consumption. Furthermore, up-regulation of the BT4241-4247 operon was also seen in humanized Fut2(-) mice. Together, these data demonstrate that differences in host genotype that affect the carbohydrate landscape of the distal gut interact with diet to alter the composition and function of resident microbes in a diet-dependent manner.",2013 Oct 15,"Kashyap PC, Marcobal A, Ursell LK, Smits SA, Sonnenburg ED, Costello EK, Higginbottom SK, Domino SE, Holmes SP, Relman DA, Knight R, Gordon JI, Sonnenburg JL",genetically dictated change in host mucus carbohydrate landscape exerts a diet dependent effect on the gut microbiota,17059-64,eng,7505876,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.1306070110,citation,NA,NA,NA,2013/10/15 00:00,Kashyap PC,11,6
27792146,"Obesity is a global health concern. Piceatannol (Pic), an analog of resveratrol (Res), has many reported biological activities. In this study, we investigated the anti-obesity effect of Pic in a high-fat diet (HFD)-induced obese animal model. The results showed that Pic significantly reduced mouse body weight in a dose-dependent manner without affecting food intake. Serum total cholesterol (TC), low-density lipoprotein (LDL), high-density lipoprotein (HDL) levels, and blood glucose (GLU) were significantly lowered in Pic-treated groups. Pic significantly decreased the weight of liver, spleen, perigonadal and retroperitoneal fat compared with the HFD group. Pic significantly reduced the adipocyte cell size of perigonadal fat and decreased the weight of liver. Pic-treated mice showed higher phosphorylated adenosine 5'-monophosphate-activated protein kinase (pAMPK) and phosphorylated acetyl-CoA carboxylase (pACC) protein levels and decreased protein levels of CCAAT/enhancer-binding protein C/EBPα, peroxisome proliferator-activated receptor PPARγ and fatty acid synthase (FAS), resulting in decreased lipid accumulation in adipocytes and the liver. Pic altered the composition of the gut microbiota by increasing Firmicutes and Lactobacillus and decreasing Bacteroidetes compared with the HFD group. Collectively, these results suggest that Pic may be a candidate for obesity treatment.",2016 Oct 25,"Tung YC, Lin YH, Chen HJ, Chou SC, Cheng AC, Kalyanam N, Ho CT, Pan MH",piceatannol exerts anti obesity effects in c57bl 6 mice through modulating adipogenic proteins and gut microbiota,NA,eng,100964009,"Molecules (Basel, Switzerland)",pii: E1419,citation,NA,NA,NA,2016/10/25 00:00,Tung YC,11,1
21673955,"Resveratrol (RSV) is a potent anti-diabetic agent when used at high doses. However, the direct targets primarily responsible for the beneficial actions of RSV remain unclear. We used a formulation that increases oral bioavailability to assess the mechanisms involved in the glucoregulatory action of RSV in high-fat diet (HFD)-fed diabetic wild type mice. Administration of RSV for 5 weeks reduced the development of glucose intolerance, and increased portal vein concentrations of both Glucagon-like peptid-1 (GLP-1) and insulin, and intestinal content of active GLP-1. This was associated with increased levels of colonic proglucagon mRNA transcripts. RSV-mediated glucoregulation required a functional GLP-1 receptor (Glp1r) as neither glucose nor insulin levels were modulated in Glp1r-/- mice. Conversely, levels of active GLP-1 and control of glycemia were further improved when the Dipeptidyl peptidase-4 (DPP-4) inhibitor sitagliptin was co-administered with RSV. In addition, RSV treatment modified gut microbiota and decreased the inflammatory status of mice. Our data suggest that RSV exerts its actions in part through modulation of the enteroendocrine axis in vivo.",2011,"Dao TM, Waget A, Klopp P, Serino M, Vachoux C, Pechere L, Drucker DJ, Champion S, Barthélemy S, Barra Y, Burcelin R, Sérée E",resveratrol increases glucose induced glp 1 secretion in mice a mechanism which contributes to the glycemic control,e20700,eng,101285081,PloS one,doi: 10.1371/journal.pone.0020700,citation,NA,NA,NA,2011/01/01 00:00,Dao TM,11,5
26916743,"Obesity resulting from interactions of genetic and environmental factors becomes a serious public health problem worldwide with alterations of the metabolic phenotypes in multiple biological matrices involving multiple metabolic pathways. To understand the contributions of gut microbiota to obesity development, we analyzed dynamic alterations in fecal metabonomic phenotype using NMR and fecal microorganism composition in rats using pyrosequencing technology during the high-fat diet (HFD) feeding for 81 days (pre-obesity state). Integrated analysis of these two phenotypic datasets was further conducted to establish correlations between the altered rat fecal metabonome and gut microbiome. We found that one-week HFD feeding already caused significant changes in rat fecal metabonome and such changes sustained throughout 81-days feeding with the host and gut microbiota co-metabolites clearly featured. We also found that HFD caused outstanding decreases in most fecal metabolites implying enhancement of gut absorptions. We further established comprehensive correlations between the HFD-induced changes in fecal metabonome and fecal microbial composition indicating contributions of gut microbiota in pathogenesis and progression of the HFD-induced obesity. These findings provided essential information about the functions of gut microbiota in pathogenesis of metabolic disorders which could be potentially important for developing obesity prevention and treatment therapies.",2016 Feb 26,"Lin H, An Y, Hao F, Wang Y, Tang H",correlations of fecal metabonomic and microbiomic changes induced by high fat diet in the pre obesity state,21618,eng,101563288,Scientific reports,doi: 10.1038/srep21618,citation,NA,NA,NA,2016/02/26 00:00,Lin H,11,9
24113824,"To clarify the effect of soy protein (SP) and fish meal (FM), compared to milk casein (MC), on the intestinal environment, we examined caecal environment of rats fed the test diets. Four-week-old rats were fed AIN-76-based diet containing 20 %, w/w MC, SP or FM for 16 days. Caecal organic acids were analysed by HPLC. Caecal putrefactive compounds (indole, phenol, H2S and ammonia) were analysed by colorimetric assays. Caecal microflora was determined by 16S rRNA gene-DGGE and pyrosequencing with bar-coded primers targeting the bacterial 16S rRNA gene. n-Butyric and lactic acid levels were high in rats fed SP and FM, respectively. Butyrate-producing bacteria, such as Oscillibacter, and lactate-producing bacteria, such as Lactobacillus, were detected in each diet group. Also, the putrefactive compound contents were high in rats fed SP and FM. In this study, both DGGE and pyrosequencing analyses were able to evaluate the dynamics of the intestinal microbiota. The results indicate that dietary proteins can alter the intestinal environment, affecting fermentation by the intestinal microbiota and the generation of putrefactive compounds.",2014 Mar,"An C, Kuda T, Yazaki T, Takahashi H, Kimura B",caecal fermentation putrefaction and microbiotas in rats fed milk casein soy protein or fish meal,2779-87,eng,8406612,Applied microbiology and biotechnology,doi: 10.1007/s00253-013-5271-5,citation,NA,NA,NA,2014/03/01 00:00,An C,11,7
28455065,"Due to the various beneficial effects attributed to propolis, which include anti-inflammatory and anti-bacterial infection properties, the objective of the study was to evaluate the effect of propolis supplementation on the composition of the intestinal microbiota and its anti-inflammatory action. Forty male C57BL/6 mice were fed either a standard diet (control), a high-fat (HF) diet, or a high-fat diet supplemented with 0.2% crude propolis (HFP) for 2 or 5weeks prior to sacrifice. Blood samples were collected for the determination of lipopolysaccharide (LPS) and classical biochemical parameters. Expression of the TLR4 pathway in muscle, and DNA sequencing for the 16S rRNA of the gut microbiota were performed. The HF diet increased the proportion of the phylum Firmicutes and inflammatory biomarkers, while supplementation with propolis for five weeks rendered the microbiota profile nearly normal. Consistently with the above, the supplementation reduced levels of circulating LPS and down-regulated the TLR4 pathway and inflammatory cytokine expressions in muscle. Moreover, propolis improved such biochemical parameters as serum triacylglycerols and glucose levels. The data suggest that propolis supplementation reduces inflammatory response and endotoxemia by preventing dysbiosis in mice challenged with a high-fat diet.Copyright © 2015 Elsevier Ltd. All rights reserved.",2015 Oct,"Roquetto AR, Monteiro NES, Moura CS, Toreti VC, de Pace F, Santos AD, Park YK, Amaya-Farfan J",green propolis modulates gut microbiota reduces endotoxemia and expression of tlr4 pathway in mice fed a high fat diet,796-803,eng,9210143,"Food research international (Ottawa, Ont.)",doi: 10.1016/j.foodres.2015.07.026,citation,NA,NA,NA,2015/10/01 00:00,Roquetto AR,11,12
28239402,"Western diet containing both saturated fat and cholesterol impairs cardio-metabolic health partly by modulating diversity and function of the microbiota. While diet containing only high fat has comparable effects, it is unclear how diets only enriched in cholesterol impact the microbiota. Therefore, we aimed to characterize the response of host and microbiota to a high cholesterol (HC) diet in mice susceptible to cardio-metabolic disease.LDLR knockout mice received either 1.25% HC or no cholesterol containing control diet (NC) for 12 weeks before characterizing host cholesterol metabolism and intestinal microbiota composition (next generation sequencing).HC diet substantially increased plasma (1.6-fold) and liver cholesterol levels (21-fold), biliary cholesterol secretion (4.5-fold) and fecal neutral sterol excretion (68-fold, each p < 0.001) but not fecal bile acid excretion. Interestingly, despite the profound changes in intestinal cholesterol homeostasis no differences in microbial composition between control and HC-fed mice were detected. In both groups the main phyla were Bacteroidetes (55%), Firmicutes (27%) and Verrucomicrobia (14%).Our results demonstrate that in mice HC diet alone does not alter the microbiota composition despite inducing substantial adaptive changes in whole body cholesterol homeostasis. The impact of Western diet on intestinal microbiota thus appears to be mediated exclusively by its high fat content.",2017,"Dimova LG, Zlatkov N, Verkade HJ, Uhlin BE, Tietge UJF",high cholesterol diet does not alter gut microbiota composition in mice,15,eng,101231644,Nutrition &amp; metabolism,doi: 10.1186/s12986-017-0170-x,citation,NA,NA,NA,2017/02/16 00:00,Dimova LG,11,8
27100182,"The intestinal microbiota and its metabolites appear to be an important factor for gastrointestinal function and health. However, research is still needed to further elaborate potential relationships between nutrition, gut microbiota and host's health by means of a suitable animal model. The present study examined the effect of two different diets on microbial composition and activity by using the pig as a model for humans. Eight pigs were equally allotted to two treatments, either fed a low-fat/high-fiber (LF), or a high-fat/low-fiber (HF) diet for 7 weeks. Feces were sampled at day 7 of every experimental week. Diet effects on fecal microbiota were assessed using quantitative real-time PCR, DNA fingerprinting and metaproteomics. Furthermore, fecal short-chain fatty acid (SCFA) profiles and ammonia concentrations were determined. Gene copy numbers of lactobacilli, bifidobacteria (P<0.001) and Faecalibacterium prausnitzii (P<0.05) were higher in the LF pigs, while Enterobacteriaceae were more abundant in the HF pigs (P<0.001). Higher numbers of proteins affiliated to Enterobacteriaceae were also present in the HF samples. Proteins for polysaccharide breakdown did almost exclusively originate from Prevotellaceae. Total and individual fecal SCFA concentrations were higher for pigs of the LF treatment (P<0.05), whereas fecal ammonia concentrations did not differ between treatments (P>0.05). Results provide evidence that beginning from the start of the experiment, the LF diet stimulated beneficial bacteria and SCFA production, especially butyrate (P<0.05), while the HF diet fostered those bacterial groups which have been associated with a negative impact on health conditions. These findings correspond to results in humans and might strengthen the hypothesis that the response of the porcine gut microbiota to a specific dietary modulation is in support of using the pig as suitable animal model for humans to assess diet-gut-microbiota interactions. Data are available via ProteomeXchange with identifier PXD003447.",2016,"Heinritz SN, Weiss E, Eklund M, Aumiller T, Louis S, Rings A, Messner S, Camarinha-Silva A, Seifert J, Bischoff SC, Mosenthin R",intestinal microbiota and microbial metabolites are changed in a pig model fed a high fat low fiber or a low fat high fiber diet,e0154329,eng,101285081,PloS one,doi: 10.1371/journal.pone.0154329,citation,NA,NA,NA,2016/04/21 00:00,Heinritz SN,11,4
22064556,"Obesity has been and continues to be an epidemic in the United States. Obesity has been addressed in multiple health initiatives, including Healthy People 2010, with no state meeting the proposed goal of a prevalence of obesity < 15% of the adult population. In contrast, obesity rates have continued to increase, with the self-reported prevalence of obesity among adults increasing by 1.1% from 2007 to the present. Indeed, since 2009, 33 states reported obesity prevalences of 25% or more with only 1 state reporting prevalence < 20%. There have been multiple approaches for the treatment of obesity, including fad diets, incentive-based exercise programs, and gastric bypass surgery; none of which have been optimal. In a murine model, it was shown that the majority of the intestinal microbiome consists of two bacterial phyla, the Bacteroidetes and the Firmicutes, and that the relative abundance of these two phyla differs among lean and obese mice; the obese mouse had a higher proportion of Firmicutes to Bacteroidetes (50% greater) than the lean mouse. The same results were appreciated in obese humans compared to lean subjects. The postulated explanation for this finding is that Firmicutes produce more complete metabolism of a given energy source than do Bacteroidetes, thus promoting more efficient absorption of calories and subsequent weight gain. Researchers were able to demonstrate that colonizing germ-free mice with the intestinal microbiome from obese mice led to an increased total body fat in the recipient mice despite a lack of change in diet. The converse, that, colonizing germ-free obese mice with the intestinal microbiome of thin mice causing a decreased total body fat in the recipient mice, has not yet been done. Other possible mechanisms by which the intestinal microbiome affects host obesity include induction of low-grade inflammation with lipopolysaccharide, regulation of host genes responsible for energy expenditure and storage, and hormonal communication between the intestinal microbiome and the host. The following review discusses the microbiome-obesity relationship and proposed mechanisms by which the intestinal microbiota is hypothesized to influence weight gain.",2012 Jan,"Kallus SJ, Brandt LJ",intestinal microbiota and obesity,16-24,eng,7910017,Journal of clinical gastroenterology,doi: 10.1097/MCG.0b013e31823711fd,citation,NA,NA,NA,2012/01/01 00:00,Kallus SJ,11,10
